date,poi,inputsource,bitlength,rounding_factor,subchanneling,subchanneling_bits,ecc,multihashing,counter_total_packets_received,counter_poi_ignored_because_silence,counter_poi_valid_received,counter_matches,counter_data_bits_transmitted,mps,bps,counter_retries_received,script_start_time,duration,comment
2025-03-03T15:00:53.814704,broadcast_bpf,ISPN,2,0,none,0,inline-hamming+,2,358,0,228,182,298,28.59845544,46.82604242,33,1741010447,6.363980055,Version 3.2
2025-03-03T15:01:04.682870,broadcast_bpf,ISPN,2,0,none,0,inline-hamming+,4,272,0,173,173,298,35.90172052,61.84227003,24,1741010460,4.818710566,Version 3.2
2025-03-03T15:01:15.148450,broadcast_bpf,ISPN,2,0,none,0,inline-hamming+,8,264,0,170,170,298,38.6008219,67.66497015,21,1741010471,4.404051304,Version 3.2
2025-03-03T15:08:40.566649,broadcast_bpf,timestamp,2,0,none,0,none,2,6693,0,6546,149,298,1.885624253,3.771248506,0,1741010842,79.01892424,Version 3.2
2025-03-03T15:08:48.875648,broadcast_bpf,timestamp,2,0,none,0,none,4,278,0,151,151,298,68.23170298,134.6559436,2,1741010927,2.213047504,Version 3.2
2025-03-03T15:09:00.825140,broadcast_bpf,timestamp,2,0,none,0,none,8,353,0,183,183,298,30.88165357,50.28815718,34,1741010935,5.925848484,Version 3.2
2025-03-03T15:27:14.751052,broadcast_bpf,timestamp,2,0,none,0,hamming,8,309,0,198,198,298,25.68509887,38.65737102,49,1741012027,7.708749771,Version 3.2
2025-03-03T15:39:30.119440,broadcast_bpf,timestamp,2,0,none,0,hamming+,4,457,0,352,196,298,21.28816131,32.36669423,47,1741012761,9.206995249,Version 3.2
2025-03-03T15:39:42.020047,broadcast_bpf,timestamp,2,0,none,0,hamming+,8,265,0,183,183,298,31.12965695,50.69200967,34,1741012776,5.878638506,Version 3.2
2025-03-03T15:46:36.576108,broadcast_bpf,timestamp,2,0,none,0,inline-hamming+,2,4130,0,3983,149,298,3.074418503,6.148837006,0,1741013148,48.46444941,Version 3.2
2025-03-03T15:46:45.667897,broadcast_bpf,timestamp,2,0,none,0,inline-hamming+,4,248,0,158,158,298,52.20255726,98.45798774,9,1741013203,3.026671648,Version 3.2
2025-03-03T15:46:53.694596,broadcast_bpf,timestamp,2,0,none,0,inline-hamming+,8,281,0,149,149,298,74.41109105,148.8221821,0,1741013212,2.002389669,Version 3.2
2025-03-03T15:59:07.793977,all,IPD,2,0,none,0,none,4,290,0,196,196,298,25.55044211,38.84710075,47,1741013940,7.67110014,Version 3.2
2025-03-03T15:59:21.873376,all,IPD,2,0,none,0,none,8,290,0,196,196,298,24.75011724,37.6302803,47,1741013954,7.919154406,Version 3.2
2025-03-03T16:17:34.424832,all,IPD,2,0,none,0,hamming,8,282,0,186,186,298,29.46297628,47.20412329,37,1741015048,6.313007832,Version 3.2
2025-03-03T16:35:48.895981,all,IPD,2,0,none,0,hamming+,8,322,0,203,203,298,24.48299754,35.94055797,54,1741016141,8.291468382,Version 3.2
2025-03-03T16:48:02.114854,all,IPD,2,0,none,0,inline-hamming+,4,281,0,193,193,298,27.26851257,42.10371371,44,1741016875,7.077760458,Version 3.2
2025-03-03T16:48:16.451995,all,IPD,2,0,none,0,inline-hamming+,8,311,0,203,203,298,24.50019427,35.96580243,54,1741016888,8.285648584,Version 3.2
2025-03-03T16:55:34.876319,all,ISD,2,0,none,0,none,2,6087,0,5896,171,298,2.374752105,4.138456885,22,1741017263,72.00751591,Version 3.2
2025-03-03T16:55:43.278436,all,ISD,2,0,none,0,none,4,261,0,149,149,298,64.0651223,128.1302446,0,1741017341,2.325758457,Version 3.2
2025-03-03T16:55:51.360987,all,ISD,2,0,none,0,none,8,285,0,149,149,298,75.27992716,150.5598543,0,1741017349,1.97927928,Version 3.2
2025-03-03T17:09:51.290257,all,ISD,2,0,none,0,hamming,4,8141,0,7521,440,298,3.866865591,2.618922605,291,1741018078,113.7872496,Version 3.2
2025-03-03T17:10:05.639265,all,ISD,2,0,none,0,hamming,8,341,0,203,203,298,24.54486833,36.03138307,54,1741018197,8.270567894,Version 3.2
2025-03-03T17:24:11.720054,all,ISD,2,0,none,0,hamming+,4,8304,0,7591,488,298,4.06935435,2.484974582,339,1741018932,119.9207437,Version 3.2
2025-03-03T17:24:26.054138,all,ISD,2,0,none,0,hamming+,8,311,0,203,203,298,24.61192926,36.12982719,54,1741019058,8.248032808,Version 3.2
